tweet_id,author_id,tweet,lang,tweet_time,like_count,follower_count,following_count,tweet_count,retweet_count,quote_count,reply_count,call_berlin_time,annotate_sent,annotate_person,lowercase,tokenized
1458513407892668420,1111208974064459776,"And a joke I told the Swiss colleagues: Switzerland is such an enriching experience because --- after I got used to Swiss prices and came back out... everything looks so darn cheap that I feel much richer now!!

at least until next month when inflation kicks up...",en,2021-11-10 19:14:28+00:00,5,1551,359,1463,0,0,0,2022-05-07 11:20:23,-1.0,T,"and a joke i told the swiss colleagues: switzerland is such an enriching experience because --- after i got used to swiss prices and came back out... everything looks so darn cheap that i feel much richer now!!

at least until next month when inflation kicks up...",and a joke i told the swiss colleagues: switzerland is such an enriching experience because --- after i got used to swiss prices and came back out... everything looks so darn cheap that i feel much richer now!! at least until next month when inflation kicks up...
1519553248591589377,945687930756100098,"Das Filmgesetz ist pro-europäisch: Die Gatekeeper Funktion multinationaler Plattformen und ihr Impact auf die Märkte ist ein virulentes Thema auf europäischer Ebene (Digital Market Act, Creative Europe). Durch das Filmgesetz hält die Schweiz mit Europa mit. @filmgesetzja",de,2022-04-28 05:45:01+00:00,5,590,858,6844,1,0,0,2022-05-07 11:20:23,0.0,P,"das filmgesetz ist pro-europäisch: die gatekeeper funktion multinationaler plattformen und ihr impact auf die märkte ist ein virulentes thema auf europäischer ebene (digital market act, creative europe). durch das filmgesetz hält die schweiz mit europa mit. @filmgesetzja","das filmgesetz ist pro-europäisch: die gatekeeper funktion multinationaler plattformen und ihr impact auf die märkte ist ein virulentes thema auf europäischer ebene (digital market act, creative europe). durch das filmgesetz hält die schweiz mit europa mit. <user>"
1519935923382849536,1166923008268783616,"@LBC @NickFerrariLBC What trade with Switzerland, they already have an agreement with the Eu and guess what, their economy is boosted by FOM and most of the key Swiss industries would not survive without FOM.",en,2022-04-29 07:05:37+00:00,8,71,228,9960,0,0,1,2022-05-07 11:20:23,1.0,P_T_E,"@lbc @nickferrarilbc what trade with switzerland, they already have an agreement with the eu and guess what, their economy is boosted by fom and most of the key swiss industries would not survive without fom.","<user> <user> what trade with switzerland, they already have an agreement with the eu and guess what, their economy is boosted by fom and most of the key swiss industries would not survive without fom."
1472825538700058625,460288171,"SWISS PREMARKET:

$SMI -1,35%
$SMIM -1,44%

$ABBN -2%
$CSGN -1,8%
$UBSG -2%

$DUFN -2,2% (broker call)
$FHZN -2,2%
$IDIA unch.
$LAND -0,2% (sells parts)

Most other shares lower traded as well.",en,2021-12-20 07:05:46+00:00,3,5123,297,21107,0,0,1,2022-05-07 11:20:23,0.0,E,"swiss premarket:

$smi -1,35%
$smim -1,44%

$abbn -2%
$csgn -1,8%
$ubsg -2%

$dufn -2,2% (broker call)
$fhzn -2,2%
$idia unch.
$land -0,2% (sells parts)

most other shares lower traded as well.",swiss premarket: $smi - <percent> $smim - <percent> $abbn - <percent> $csgn - <percent> $ubsg - <percent> $dufn - <percent> (broker call) $fhzn - <percent> $idia unch. $land - <percent> (sells parts) most other shares lower traded as well.
1498297001523486724,467463940,Die SNB pflegt laut Finanzminister Maurer keine Geschäftsbeziehungen mit der russischen Zentralbank. Die Schweiz schliesst sich den Sanktionen der EU an. Die Vermögen gelisteter Personen sind ab sofort gesperrt. Der Schweizer Luftraum ist für russische Flugzeug gesperrt.,de,2022-02-28 14:00:16+00:00,46,25716,3795,49374,7,2,3,2022-05-07 11:20:23,0.0,P,die snb pflegt laut finanzminister maurer keine geschäftsbeziehungen mit der russischen zentralbank. die schweiz schliesst sich den sanktionen der eu an. die vermögen gelisteter personen sind ab sofort gesperrt. der schweizer luftraum ist für russische flugzeug gesperrt.,die snb pflegt laut finanzminister maurer keine geschäftsbeziehungen mit der russischen zentralbank. die schweiz schliesst sich den sanktionen der eu an. die vermögen gelisteter personen sind ab sofort gesperrt. der schweizer luftraum ist für russische flugzeug gesperrt.
1399636837186949120,555370896,"World's largest economies:

United States
China
Japan
Germany
United Kingdom 🇬🇧
India
France
Italy
Canada
South Korea
Russia
Australia
Brazil
Spain
Mexico
Indonesia
Netherlands
Switzerland
Saudi Arabia
Turkey
Taiwan
Iran
Poland
Sweden
Belgium
Thailand
Nigeria

IMF Nominal GDP",en,2021-06-01 08:00:00+00:00,25,65577,5168,380048,7,0,2,2022-05-07 11:20:23,0.0,P,"world's largest economies:

united states
china
japan
germany
united kingdom 🇬🇧
india
france
italy
canada
south korea
russia
australia
brazil
spain
mexico
indonesia
netherlands
switzerland
saudi arabia
turkey
taiwan
iran
poland
sweden
belgium
thailand
nigeria

imf nominal gdp",world's largest economies: united states china japan germany united kingdom 🇬🇧 india france italy canada south korea russia australia brazil spain mexico indonesia netherlands switzerland saudi arabia turkey taiwan iran poland sweden belgium thailand nigeria imf nominal gdp
1513099094725742592,1447922619450380297,@RufusSG @RightsRobins It makes me proud to invest in Swiss cheese in British Asdas.,en,2022-04-10 10:18:30+00:00,4,286,515,5516,0,0,0,2022-05-07 11:20:23,1.0,E,@rufussg @rightsrobins it makes me proud to invest in swiss cheese in british asdas.,<user> <user> it makes me proud to invest in swiss cheese in british asdas.
1510321717259943939,14912440,"Müdigkeit daran erkennen, dass ich gerade googlen musste, wie die Währung der Schweiz nochmal heißt. Zumindest ist Schaffhausen keine Illusion.",de,2022-04-02 18:22:12+00:00,51,12113,1992,66294,0,1,5,2022-05-07 11:20:23,0.0,P,"müdigkeit daran erkennen, dass ich gerade googlen musste, wie die währung der schweiz nochmal heißt. zumindest ist schaffhausen keine illusion.","müdigkeit daran erkennen, dass ich gerade googlen musste, wie die währung der schweiz nochmal heißt. zumindest ist schaffhausen keine illusion."
1406668593459339264,961417940896796674,"“There are plenty of culprits. Countries like New Zealand, Switzerland and Norway all have rising household debt levels, while the government debt-to-GDP ratios in the United States and Australia are at all-time highs.”

Hmm. Lockdown kings Australia, New Zealand🧐🧐🧐🧐",en,2021-06-20 17:41:41+00:00,4,1075,103,30991,0,0,1,2022-05-07 11:20:23,-1.0,T,"“there are plenty of culprits. countries like new zealand, switzerland and norway all have rising household debt levels, while the government debt-to-gdp ratios in the united states and australia are at all-time highs.”

hmm. lockdown kings australia, new zealand🧐🧐🧐🧐","“there are plenty of culprits. countries like new zealand, switzerland and norway all have rising household debt levels, while the government debt-to-gdp ratios in the united states and australia are at all-time highs.” hmm. lockdown kings australia, new zealand🧐🧐🧐🧐"
1461304359132839945,130501571,"Netflix erhöht die Preise in der Schweiz. Gleichzeitig werden Serien und Filme abgezogen für NetflixDE, da ein neuer Streamingdienst (#ParamountPlus ) kommt.
Danke für nichts #Netflix, die gewonnene Zeit kann ich nun ins lesen von Bücher investieren",de,2021-11-18 12:04:43+00:00,6,307,224,1923,0,0,0,2022-05-07 11:20:23,-1.0,P,"netflix erhöht die preise in der schweiz. gleichzeitig werden serien und filme abgezogen für netflixde, da ein neuer streamingdienst (#paramountplus ) kommt.
danke für nichts #netflix, die gewonnene zeit kann ich nun ins lesen von bücher investieren","netflix erhöht die preise in der schweiz. gleichzeitig werden serien und filme abgezogen für netflixde, da ein neuer streamingdienst (paramount plus ) kommt. danke für nichts netflix, die gewonnene zeit kann ich nun ins lesen von bücher investieren"
1405986699339960326,978576975613841409,"The party came to power criticizing #FuelPriceHike, #BlackMoney &amp; Inflation is doing same while running the govt.!

Petrol crossed 100, Funds in Swiss bank highest in 13 years &amp; Inflation can be seen just in double digit!
#ModiHaiTohMumkinHai 
#BlackMoney",en,2021-06-18 20:32:05+00:00,5,359,763,10232,1,0,0,2022-05-07 11:20:23,-1.0,T,"the party came to power criticizing #fuelpricehike, #blackmoney &amp; inflation is doing same while running the govt.!

petrol crossed 100, funds in swiss bank highest in 13 years &amp; inflation can be seen just in double digit!
#modihaitohmumkinhai 
#blackmoney","the party came to power criticizing fuel price hike, black money &amp; inflation is doing same while running the govt.! petrol crossed <number> , funds in swiss bank highest in <number> years &amp; inflation can be seen just in double digit! modi hai toh mum kin hai black money"
1510745554615250954,1001963067977207810,"The only free people in Colombia are the rich people who inherited their money from land grabs and other unpleasant circumstances. They can go on holiday, study, invest, own a house or ten, and put the money away in Panama or Switzerland. The rest have no freedom beyond the sun.",en,2022-04-03 22:26:23+00:00,19,7873,7247,86705,4,0,2,2022-05-07 11:20:23,-1.0,E,"the only free people in colombia are the rich people who inherited their money from land grabs and other unpleasant circumstances. they can go on holiday, study, invest, own a house or ten, and put the money away in panama or switzerland. the rest have no freedom beyond the sun.","the only free people in colombia are the rich people who inherited their money from land grabs and other unpleasant circumstances. they can go on holiday, study, invest, own a house or ten, and put the money away in panama or switzerland. the rest have no freedom beyond the sun."
1519735467385798656,1413027896,"Inflation Rates...
Switzerland: 2.4%
Australia: 5.1%
Denmark: 5.4%
Sweden: 6%
Canada: 6.7%
UK: 7%
Eurozone: 7.4%
US: 8.5%

Central Bank Rates...
Switzerland: -0.75%
Australia: 0.1%
Denmark: -0.6%
Sweden: 0.25%
Canada: 1.0%
UK: 0.75%
Eurozone: -0.50%
US: 0.375%

Behind the curve.",en,2022-04-28 17:49:05+00:00,294,392527,120,24420,93,13,10,2022-05-07 11:20:23,0.0,P_T_E,"inflation rates...
switzerland: 2.4%
australia: 5.1%
denmark: 5.4%
sweden: 6%
canada: 6.7%
uk: 7%
eurozone: 7.4%
us: 8.5%

central bank rates...
switzerland: -0.75%
australia: 0.1%
denmark: -0.6%
sweden: 0.25%
canada: 1.0%
uk: 0.75%
eurozone: -0.50%
us: 0.375%

behind the curve.",inflation rates... switzerland: <percent> australia: <percent> denmark: <percent> sweden: <percent> canada: <percent> uk: <percent> eurozone: <percent> us: <percent> central bank rates... switzerland: - <percent> australia: <percent> denmark: - <percent> sweden: <percent> canada: <percent> uk: <percent> eurozone: - <percent> us: <percent> behind the curve.
1455613830709530637,47943323,@hosjon00 @CoronaZeroCH @Swissmedic_ @V_Masserey @BAG_OFSP_UFSP @gluethy Der Markt für Kinder in der Schweiz ist bei 2 Dosen nicht mal 80 Mio Wert. Wieso soll da der Hersteller freiwillig sich die Arbeit machen? Es gibt zur Zeit lukrativere Märkte.,de,2021-11-02 19:12:35+00:00,5,1355,470,12034,0,0,1,2022-05-07 11:20:23,0.0,P,@hosjon00 @coronazeroch @swissmedic_ @v_masserey @bag_ofsp_ufsp @gluethy der markt für kinder in der schweiz ist bei 2 dosen nicht mal 80 mio wert. wieso soll da der hersteller freiwillig sich die arbeit machen? es gibt zur zeit lukrativere märkte.,<user> <user> <user> <user> <user> <user> der markt für kinder in der schweiz ist bei <number> dosen nicht mal <number> mio wert. wieso soll da der hersteller freiwillig sich die arbeit machen? es gibt zur zeit lukrativere märkte.
1513760503029510147,460288171,"SWISS PREMARKET:

$SMI -0,40%
$SMIM -0,50%

$CSGN -1,1% (US trading)
$GIVN +0,1% (sales)
$PGHN +0,4% (broker call)
$SIKA +0,6% (sales)
$UBSG -2,4% (ex dividend)

$IFCN -1,2% (CEO leaves)
$SFSN +0,7% (broker call)
$SIGN -2,3% (ex dividend)
$VALN -2,2% (ex dividend)",en,2022-04-12 06:06:42+00:00,4,5123,297,21107,2,0,1,2022-05-07 11:20:23,0.0,E,"swiss premarket:

$smi -0,40%
$smim -0,50%

$csgn -1,1% (us trading)
$givn +0,1% (sales)
$pghn +0,4% (broker call)
$sika +0,6% (sales)
$ubsg -2,4% (ex dividend)

$ifcn -1,2% (ceo leaves)
$sfsn +0,7% (broker call)
$sign -2,3% (ex dividend)
$valn -2,2% (ex dividend)",swiss premarket: $smi - <percent> $smim - <percent> $csgn - <percent> (us trading) $givn + <percent> (sales) $pghn + <percent> (broker call) $sika + <percent> (sales) $ubsg - <percent> (ex dividend) $ifcn - <percent> (ceo leaves) $sfsn + <percent> (broker call) $sign - <percent> (ex dividend) $valn - <percent> (ex dividend)
1481291159590871047,747161648062926849,@JusoSchweiz Immerhin erkennt die Juso das Thema. Ich wünsche mir hier auch von der SP ein klares Profil. Es kann nicht sein das man die Gesundheit der ganzen Bevölkerung auf das Spiel setzt nur um den Forderungen der economy Swiss nachzukommen,de,2022-01-12 15:45:08+00:00,11,6,63,213,0,0,0,2022-05-07 11:20:23,0.0,P,@jusoschweiz immerhin erkennt die juso das thema. ich wünsche mir hier auch von der sp ein klares profil. es kann nicht sein das man die gesundheit der ganzen bevölkerung auf das spiel setzt nur um den forderungen der economy swiss nachzukommen,<user> immerhin erkennt die juso das thema. ich wünsche mir hier auch von der sp ein klares profil. es kann nicht sein das man die gesundheit der ganzen bevölkerung auf das spiel setzt nur um den forderungen der economy swiss nachzukommen
1444745491330125825,1626294277,"GDP, 2020. ($ billion)

Germany: 3780
UK: 2638
France: 2551
Italy: 1848
Russia: 1464
Spain: 1247
Netherlands: 886
Switzerland: 707
Turkey: 649
Poland: 580
Sweden: 529
Belgium: 503
Austria: 432
Ireland: 399
Norway: 366
Denmark: 339

(Source: IMF)",en,2021-10-03 19:25:41+00:00,1347,2229323,0,11171,273,48,41,2022-05-07 11:20:23,0.0,T,"gdp, 2020. ($ billion)

germany: 3780
uk: 2638
france: 2551
italy: 1848
russia: 1464
spain: 1247
netherlands: 886
switzerland: 707
turkey: 649
poland: 580
sweden: 529
belgium: 503
austria: 432
ireland: 399
norway: 366
denmark: 339

(source: imf)","gdp, <number> . ($ billion) germany: <number> uk: <number> france: <number> italy: <number> russia: <number> spain: <number> netherlands: <number> switzerland: <number> turkey: <number> poland: <number> sweden: <number> belgium: <number> austria: <number> ireland: <number> norway: <number> denmark: <number> (source: imf)"
1455102778486005760,555370896,"National Debt to GDP ratio:

Italy 156.0%
Spain 120.0%
France 116.0%
Belgium 114.0%
UK 94.9% ⬅️
Austria 83.9%
Germany 69.8%
Finland 69.2%
Ireland 59.5%
Poland 57.5%
NL 54.5%
Norway 46.0%
Switzerland 42.9%
Denmark 42.2%
Sweden 39.9%
Turkey 39.5%
Russia 17.8%

TradingEconomics.",en,2021-11-01 09:21:51+00:00,20,65577,5168,380048,10,3,4,2022-05-07 11:20:23,0.0,T,"national debt to gdp ratio:

italy 156.0%
spain 120.0%
france 116.0%
belgium 114.0%
uk 94.9% ⬅️
austria 83.9%
germany 69.8%
finland 69.2%
ireland 59.5%
poland 57.5%
nl 54.5%
norway 46.0%
switzerland 42.9%
denmark 42.2%
sweden 39.9%
turkey 39.5%
russia 17.8%

tradingeconomics.",national debt to gdp ratio: italy <percent> spain <percent> france <percent> belgium <percent> uk <percent> ⬅️ austria <percent> germany <percent> finland <percent> ireland <percent> poland <percent> nl <percent> norway <percent> switzerland <percent> denmark <percent> sweden <percent> turkey <percent> russia <percent> tradingeconomics.
