,author_id,username,author_followers,author_tweets,author_description,author_location,text,lang,created_at,retweets,replies,likes,quote_count
22,1370807670626787329,Arthur__Burton,756,19165,They kill me because they are afraid of me; and what more can any man's heart desire?,"Florenz, Toskana","@BIS_org @SNB_BNS None of these people were working at those organizations when they were created. They’re *right* that total economic collapse is basically civilization-ending chaos—war, famine, billions dead. I think their central-planner-brained WEF solution was an attempt to thread the needle",en,2022-04-04 22:17:28+00:00,0,1,0,0
23,1370807670626787329,Arthur__Burton,756,19165,They kill me because they are afraid of me; and what more can any man's heart desire?,"Florenz, Toskana","@BIS_org @SNB_BNS The BIS/IMF realized years ago that the Bretton Woods system was destined to fail, and I think all of the WEF stuff is what they came up with as their solution to avoiding complete global economic collapse and the humanitarian catastrophe it would cause—",en,2022-04-04 22:15:47+00:00,0,1,0,0
24,1370807670626787329,Arthur__Burton,756,19165,They kill me because they are afraid of me; and what more can any man's heart desire?,"Florenz, Toskana",@BIS_org @SNB_BNS What CBDCs look like: https://t.co/Pd0v4uwJ7P,en,2022-04-04 22:13:31+00:00,0,0,1,0
25,1370807670626787329,Arthur__Burton,756,19165,They kill me because they are afraid of me; and what more can any man's heart desire?,"Florenz, Toskana",@BIS_org @SNB_BNS No one requires CBDCs,en,2022-04-04 22:12:41+00:00,0,0,1,0
26,451843251,u_plus_k,141,12120,"In a default consumptive state | Investing, tech and growth | Football, Tennis, @ManUtd","Madrid, España","2/ Switzerland, Denmark, Netherlands and Germany were clear leaders (the famous German efficiency) even ahead of the largest economy in the world.
Southern European countries lag the top 10 countries by some distance, something that is almost a stereotype here in Europe..",en,2022-04-04 22:06:14+00:00,0,1,1,0
27,1509686988542443520,StaceyRattray3,0,81,,,@jes_MAYC Fuck fuck fuck @MarcoTeemo @tjhw003 @Spartacus_SNB @MycroftOlms @xxNATIONSxx @AraRetadoraPe @moone_nft @belkinVladimir8 @wickedsara @Crept666 @Lena51175064 @CandiceGoldberg @aviad_alfasi @gashednft @Eyal23512353,en,2022-04-04 21:58:00+00:00,0,0,0,0
28,14830486,dravenstales,1438,71639,"Believe me, nothing is trivial.",,Betreibungen und Konkurse haben im letzten Jahr zugenommen https://t.co/i85YwGaPjN,de,2022-04-04 21:53:39+00:00,0,0,0,0
29,877148964793049088,Kato_sgch,318,4695,Bite Sized Fundamentals,,"#BIS and #SNB workshop on #defi today. All major chains mentioned except #xrp.

Something brewing.

“Will it work once the price of the token reaches a high price and be stable?”

Consensys “Errm…”

Paraphrased.",en,2022-04-04 21:53:12+00:00,0,0,0,0
30,1175965418,CC_Atman,691,57,"Natural Law & Freedom Author | Decentralized World Investor. ❄️⚡🌖
Early PC adopter. Early Internet adopter. And now : Blockchain & DeFi.
👉 $BTC $RUNE $UST","Manhattan, New York",@BIS_org @SNB_BNS (I just saved your precious time from 8 hrs of BS talk by control freaks),en,2022-04-04 21:52:50+00:00,0,0,7,0
31,1325050777908469761,BeutlerRolf_CH,132,3530,"Nur selektiv interessiert. Kein Stillhalter. Folgen erwünscht.
Denken ist das persönlichste Privileg jedes Menschen.",Schweiz,"@AlbertEheim @SVPch Ihre Wahrnehmung ist der Täuschung verfallen.

Die teils unnötigen Pandemie-Massnahmen sind endlich beendet, wenn auch spät, so doch in der Schweiz vorbildlich konsequent.

Rohstoffe zu verwenden, die hier nicht existieren, machen abhängig. Dazu dient stets fairer Handel.",de,2022-04-04 21:52:46+00:00,0,2,0,0
32,1175965418,CC_Atman,691,57,"Natural Law & Freedom Author | Decentralized World Investor. ❄️⚡🌖
Early PC adopter. Early Internet adopter. And now : Blockchain & DeFi.
👉 $BTC $RUNE $UST","Manhattan, New York","@BIS_org @SNB_BNS No.

You're welcome.

👇",en,2022-04-04 21:52:07+00:00,0,1,11,0
33,1447114837453156356,BMT522,17,887,"""Since when have you taken people for slaves when they were born free?"" Omar Ibn Alkhattab",Planet Earth,@ABentaboun With its former governor holding a personal bank balance in Switzerland worth $400m!!!!,en,2022-04-04 21:49:50+00:00,0,0,1,0
34,1414337586936569862,isc991,5,183,Mtb & telecom,,@ConsMD @Skill8303 @TeslaAndDoge Hold your horses… most of the rich had the chance to migrate and had money in Switzerland banks. It’s the other 99% who suffered the consequences in Germany ww2,en,2022-04-04 21:45:58+00:00,0,0,0,0
35,1386387983708852228,Patrick75Reid,162,2352,"Wake up, Neo...
The Matrix has you.
Follow the white rabbit.

Log #0.00105588 ...
Journey begins 

#BTC",Krypton-two,@RealSalluKhan @TD_Canada @nationalbank Interesting.  I'm with TD and was looking into @nationalbank,en,2022-04-04 21:43:01+00:00,0,1,0,0
36,478756806,Combo1997,270,37795,,,Switzerland interface Strategist Accounts Berkshire Buckinghamshire optimize black Concrete maroon Horizontal Rubber https://t.co/NMbmxNneRV,en,2022-04-04 21:35:14+00:00,0,0,0,0
37,1072787695657717761,ZineAfrica,415,59771,AfricaZine,,Saudi Arabia’s SNB Capital partners with TickerChart to enable access to common users https://t.co/kZ8pTUY8JT,en,2022-04-04 21:33:32+00:00,0,0,0,0
38,831124882289262592,HannibalBarcids,434,21792,"Buys too many books, listens to too much music, watches too much cricket, and reads far too much politics. 
Fair warning. Will debate when challenged","Stevenage, East","@IRIWI4BTC @andersostlund @Bundeskanzler Because Germany is the largest country in Europe and its largest economy. More so, it has the most stable and internationally respected political class in the region.
Hence one would expect the country to show a bit of leadership. You can't keep going on being 'big Switzerland'.",en,2022-04-04 21:30:26+00:00,0,0,0,0
39,1275330410386505728,rothermundtc,9,96,,,#Schweiz - Wer redet hier von #Krieg ? (via @SZ) #Ukraine  https://t.co/lVxqwBgkwJ,de,2022-04-04 21:21:23+00:00,0,0,0,0
40,1451265622847930369,LFarmakoulas,46,1192,Retired educator. Enjoying life at the beach with my dogs and fussy stray cat.,,The current Minister is saying he is listening to the science however not outside of government. https://t.co/kvwYT7w1kP,en,2022-04-04 21:16:33+00:00,0,0,0,0
41,945687930756100098,JohannesSieber,558,5284,"#Kultur, #Klima, #Stadt & #Menschen. 
#Basel, #Schweiz, #Europa, #Welt.             
#sozial, #liberal, #progressiv, #oekologisch.
@grunliberalebs #GrosserRatBS",Kleinbasel,"@MMOsyl @shovelhead__76 @fuulu_zh @themattmueller_ @FuW_News @filmgesetzja Hätte die Abopreisgestaltung mit der Investition zu tun, müsste das Abo in Frankreich (Reinvestition 25%) und Spanien (5%) exorbitant höher sein als in der Schweiz. Das Gegenteil ist der Fall.",de,2022-04-04 21:15:25+00:00,1,2,4,0
42,1108705216625553411,PamelaWarnstadt,2466,12502,"Pamela Warnstadt Clever Passive verdienen - geniale Strategie. Ohne Vorkenntnisse SOFORT starten persönliches gratis coaching
🇩🇪 🇨🇭 🇦🇹 🇪🇸 🇬🇧 🇫🇷 🇮🇹",Spain,"HEIMARBEIT-ONLINE-HEIMARBEIT

https://t.co/95pNCikBXY

#passiv #einkommen #geld #verdienen #internet #euro #dollar #börse #währung #makler #markt #bitcoin #btc #Kanzler #bundestag #berlin #Team #China #usa #europa #schweiz #deutschland #vertrieb #putin #washington #moskau https://t.co/FnriAqCWSM",de,2022-04-04 21:15:00+00:00,0,0,0,0
43,1108705216625553411,PamelaWarnstadt,2466,12502,"Pamela Warnstadt Clever Passive verdienen - geniale Strategie. Ohne Vorkenntnisse SOFORT starten persönliches gratis coaching
🇩🇪 🇨🇭 🇦🇹 🇪🇸 🇬🇧 🇫🇷 🇮🇹",Spain,"HEIMARBEIT-ONLINE-HEIMARBEIT

https://t.co/95pNCi30zo

#passiv #einkommen #geld #verdienen #internet #euro #dollar #börse #währung #makler #markt #bitcoin #btc #Kanzler #bundestag #berlin #Team #China #usa #europa #schweiz #deutschland #vertrieb #putin #washington #moskau https://t.co/nS4GMeipFg",de,2022-04-04 21:15:00+00:00,0,0,0,0
44,57564542,repeto,1256,42420,"Hardcore Liverpool FC fan, proud to have an MBA, Love technology, innovation, stocks & drives a lovely little Italian beauty, Abarth 500c Esseesse","Melbourne, Australia",@kgorchinskaya @Riaz1982 He must be thinking about his bank account in Switzerland,en,2022-04-04 21:14:16+00:00,0,0,0,0
45,1480281085124747265,techwavespr,209,44,"Measurable and efficient communications for those who value their time | crypto, finance, IT, NFT | IG: @techwavespr | Media kit 👉 techwavescom@gmail.com |","New York, USA","How much do people earn in the world? 

Monaco $15,507 
Bermuda $9,353 
Switzerland $6,885 
Luxembourg $6,738 
Norway $6,524 
Macao $6,308 
Ireland $5,468 
United States $5,378 
Denmark $5,251 
Singapore $4,577 

#now #today #business #money 

The source: https://t.co/a1T3oix5z4",en,2022-04-04 21:11:57+00:00,0,0,1,0
46,3355502277,rbo_cop83,3,917,,,"@StrebelLuca Ähm da das Businessmodel der Schweiz seit knap 100 Jahren das Verstecken der Vermögen/Beute/... von Krimminellen/ Diktatoren/ Kriegsverbrechern/Koruppten Politekern (hallo CDU) ist, hat es schon gewaltigen einfluß wenn das Geld RU und vor allem Putins und Kleptok. eingefrohren w.",de,2022-04-04 21:00:39+00:00,0,0,3,0
47,272502906,GainMoneyFaster,5427,35576,𝙈𝙤𝙣𝙚𝙮 𝘾𝙤𝙖𝙘𝙝 showing you best Clever Passive Income streams   🇬🇧 🇪🇺 🇬🇭 🇪🇸 🇨🇭 🇳🇬 🇨🇷 🇮🇪 185+ countries earn daily $ 100 and more,Bilbao,"HEIMARBEIT-ONLINE-HEIMARBEIT

https://t.co/ScdnATHWC1

#passiv #einkommen #geld #verdienen #internet #euro #dollar #börse #währung #makler #markt #bitcoin #btc #Kanzler #bundestag #berlin #Team #China #usa #europa #schweiz #deutschland #vertrieb #putin #washington #moskau https://t.co/wMwFuILWFd",de,2022-04-04 21:00:00+00:00,0,0,0,0
48,1360961624383848452,4lifeDaysfan,23,1130,,,"@SasonRules @MauriceBenard @VanessaMarcilM @valentinifrank @GeneralHospital 100% #SnB are and will be #1 daytime supercouple, the rest cant even compete. They lacked the fire chemistry, passion and realism that sonny and brenda had.",en,2022-04-04 21:00:00+00:00,0,0,7,0
49,1237494997643071489,Fabienn82470288,117,1192,Living a human experiment,"Tessin, Schweiz","@DerDrPappa Genau so läuft es in der Schweiz bereits seit einigen Tagen! Die Menschen, die sich damit auskennen werden nicht angehört. Hauptsache alle erscheinen zum Arbeiten und die Wirtschaft funktioniert. Die (Gesundheit der) Menschen? Interessiert die Politiker nicht.",de,2022-04-04 20:57:21+00:00,1,2,43,0
50,1282297722364727296,pjmsupport_ke,4502,40626,"A Jimin support account for the Kenyan Fanbase BU: @Jimin_Kenya
https://t.co/m6u54ZrC8F",,"🚨  Vote For Jimin  🚨

Dabeme Best Dancers 2022 Phase 1 (D-5)
🔸https://t.co/2LbggbfN6O

DC Inside: Who is the sweetest star in the 'Baskin Robbins 31' Ad? (D-4)
🔸https://t.co/qT7TPNJ2Lo

Star Male Idol Ranking Vote Round 23 (D-2)
🔸https://t.co/4xH44qFgsq https://t.co/Ex2U3VkXsB",en,2022-04-04 20:53:36+00:00,57,3,126,3
51,923258831383212038,SasonRules,167,823,"#GH since the #80s 🧐😄😚 
#SONA #TeamNina #SFF #MBFF #SnB4Ever! #Britt #JaBritt #JustSayNO2ToCarSon!",Beantown,@4lifeDaysfan @MauriceBenard @VanessaMarcilM @valentinifrank @GeneralHospital To me #SnB are daytime's #1 #SuperCouple! Even more so than #LnL..If u don't agree don't even bother trying to change my mind cos it's set in 'stone' (no pun)  #SnB4Ever! ❤️ @MauriceBenard,en,2022-04-04 20:51:22+00:00,0,2,9,0
52,1426320739880226818,jjaemcutie_,516,621,★ 𝗦𝗧꩜𝗣 ⚠️ このプロファイルは、の批判を受け入れません #JAEMIN #JENO ¬_¬ 💢このプロフィールではあなたはこの少年の美しさと才能の影響を受けるので,SHE/HER || 15,Ind ing snb pkwu https://t.co/h5g30a46p5,de,2022-04-04 20:44:28+00:00,0,0,0,0
53,2186203245,patinparadise1,5,275,Faktenfreund,"Bern, Schweiz / Suisse ","@SVPch Hilfreich wäre wenn die SVP und der Bundesrat endlich  Druck auf die Oligarchenvermögen, Besitztümer und russische Firmen in der Schweiz zu machen. Wenn ihr endlich damit beginnen würdet diese Vermögen zu konfiszieren wäre viel Geld vorhanden. 
#EU
#StandWithUkraine",de,2022-04-04 20:38:06+00:00,0,0,0,0
54,1539516606,fromze55,285,41679,,,Forest Louisiana Locks Mexico bandwidth Investment Switzerland productize Chips Kids maximize compress https://t.co/ST7lknHwJa,en,2022-04-04 20:29:40+00:00,0,0,0,0
55,2858476456,panchoteejay,116,106795,,,* DUN &amp; BRADSTREET (Schweiz – Deutsch): Wachstum beschleunigen &amp; Geschäft verbessern https://t.co/2iQbKKpbgA,de,2022-04-04 20:25:22+00:00,0,0,0,0
56,1003759327784636416,T9Cents,218,108854,I was the new guy. I do successful online selling from all over the world! Stand by. You WILL see something interesting😀,"Melbourne, Victoria",* DUN &amp; BRADSTREET (Schweiz – Deutsch): Wachstum beschleunigen &amp; Geschäft verbessern https://t.co/lHfJ2XWfZk,de,2022-04-04 20:25:03+00:00,0,0,0,0
57,1392812484810006530,ChamindaDeSil10,3,151,,,"Trending #bitcoin news with frequent shares and strong engagement across social media:

""Russia retaliates against visa restrictions"" via @RT

Social Insights: https://t.co/gEoHnDiUEi $btc

Source👇https://t.co/k81RYM5Obl",en,2022-04-04 20:17:32+00:00,0,0,0,0
58,1422679260498743296,christosxx2,82,3061,"Hate bullies, love humans (and animals). Live in Europe, have worked in many countries, also non-EU. Opinions are my own...always.
Chem.Eng. (Dipl., MSc. PhD)",Germany,"@UlrichtheKaiser @Tobias_B Ja sorry, was haben Sie erwartet?
Das Bild der Schweiz weltweit ist doch das man im Zentrum Europas sicher ist und seid jeher die Geldwäsche der kriminellen ist. Moral egal, Hauptsache Geld fließt.
Da sind Schweizer Politiker nur konsequent mit dem Bild.",de,2022-04-04 20:16:18+00:00,1,0,6,0
59,4260754513,JFKonThisDay,25400,3558,"An entry from President Kennedy's Appointment Book for every day of his presidency. A project by @JFKLibrary Foundation, a 501(c)(3) nonprofit.",,"April 4, 1963, 11:45 am - 12:05 pm

Meeting with Ambassador of Switzerland, Alfred Zehnder. 📷: https://t.co/n4nFQD5z7O

#otd #tdih #JFKonThisDay https://t.co/G46MduDSBX",en,2022-04-04 20:15:02+00:00,9,0,57,2
60,1493966606132826113,diskursx,5,851,Überparteilich,,"Aktueller Cumex-Prozess: die schöne Schweiz, aber offenbar ein problematisches Finanz- und Auslieferungssystem….",de,2022-04-04 20:14:07+00:00,0,0,1,0
61,1160928887179751427,halabi_mark,161,6536,Proud husband and father and a guy who buys and sells CLAY❤️,,@AmarRashid97 Akeed …no credibility when you handed the Country on a silver Platter and to add injury to insult like the Beautiful Country wasn’t enough you gave them all the money in the bank to Iran 🤬 what people in the world would put up with that we were the Switzerland of the middle,en,2022-04-04 20:11:40+00:00,0,0,0,0
62,1493474984,beatlesonbankin,1733,16379,"formerly buy-side, sell-side, independent bubbles ago",Vancouver Island,"@RobinWigg No one has ever been able to explain why SNB, through course of years of fx interventions, purchased US equities.  Ample treasuries kicking about.  

Also why did war light a candle under this publicly traded licensed to print money central bank stock? https://t.co/iPylDoJFHZ",en,2022-04-04 20:08:55+00:00,0,0,0,0
63,1086326990,vetter_rolf,211,1413,"My family is my life, and everything else comes second - Music was my first love 🎶 - You'll never walk alone ⚽️ - Arbeit hab ich auch genug.",Schweiz,@ignaziocassis und was macht die Schweiz? Mein Tipp: Die russischen Diplomaten wären leichter zu finden als das Geld der Oligarchen. Vielleicht kriegen wir wenigstens das auf die Reihe. https://t.co/AJu0pEV76Z,de,2022-04-04 20:02:50+00:00,0,0,0,0
64,4853793747,Siru_Per,736,22066,Medienbeeinflusster Systemling und (ausschliesslich) Blick-lesendes Schlafschaf ohne Aus- und Bildung (sic!).,Restaurant am Ende der Galaxy,"#Massaker und #Voelkermord in #Bucha.
Rest der Welt: ""Schande! Verbrechen! Mord!""

@EDA_DFAE und @ignaziocassis: ""Aber die #Wirtschaft!!!"" 

#Scham #Schweiz #CassisMussWeg",de,2022-04-04 19:59:53+00:00,1,0,6,0
65,155202983,DrPascalMeier,112430,31224,Cardiologist UK & CH -  Editor-in-Chief @Open_HeartBMJ. News on #Cardiology #Heart #Cardiovascular #ESCDigitalSummit @escardio,Switzerland/ UK,"@srfnews Erbärmlich.
Weil die Schweiz so klein und unbedeutend ist nützen unsere Sanktionen eh nichts.
""Sorry for not helping you, but we really needed the money!""",de,2022-04-04 19:59:17+00:00,1,1,7,0
66,1281542913634295808,WADPMNilakshiW1,279,8116,"#Founder @templateNB 
#Programmer  #WordPressTheme & #WebDeveloper",Denmark,"#Berlin #Hamburg #Munich #Frankfurt  #Cologne  #Germany #WomenWhoCode #Switzerland #Nuremberg #javascript  #100DaysOfCode #CodeNewbie 
 Wir sind Experten für WordPress-Webdesign. Holen Sie sich Ihre Sofortlösungen und entwickeln Sie Ihr Online-Geschäft.
https://t.co/82n7Q0fwiI https://t.co/w8U4L3hHWD",de,2022-04-04 19:56:00+00:00,1,0,1,0
67,1011681728,cubungyayk,92,22476,,,Money Switzerland multi-tasking brand THX Dynamic Representative Cloned Lek Towels Cambodia best-of-breed https://t.co/8R8nLPfltO,en,2022-04-04 19:54:15+00:00,0,0,0,0
68,1342923842675740672,expctchaos,2902,1312,zer0 kn0wledge | expctchaos.eth | @cha0sbird | Moonsama #407,Cyberspace,"0/ On February 8, 1996, at the World Economic Forum in Davos, Switzerland, cyber activist John Perry #Barlow published ""A Declaration of the Independence of #Cyberspace""

Very much on point even 26 years later

Unusual 🧵 with a few extracts below (0/14)👇",en,2022-04-04 19:52:17+00:00,1,1,3,1
69,1491355020390023173,TMYTowPackNord,13,296,A simple twitter bot that keeps an eye if the towing package for Tesla Model Y is available in Northern European countries,,"#TMWTowingUpdate
🇩🇪 Germany: 🟩 in stock
🇳🇴 Norway: 🟩 in stock
🇩🇰 Denmark: 🟩 in stock
🇸🇪 Sweden: 🟥 unavailable
🇳🇱 Netherlands: 🟩 in stock
🇨🇭 Switzerland: 🟩 in stock
2022-04-04T19:51:33.055Z",en,2022-04-04 19:51:33+00:00,0,0,0,0
70,1162184245,mariahelenadolf,40,31656,,,Investment JBOD frame program Pants Web quantifying Switzerland blue Horizontal microchip Cambridgeshire https://t.co/46bmInLejm,en,2022-04-04 19:45:12+00:00,0,0,0,0
71,1400905350979670017,ChaosOfLight,286,24908,"Shinobu Ohtaka & Nakaba Suzuki Fan Acc | First Class Singularity | CEO Of Magi | « Je m’appelle Sin, un marchant qui se dirige vers Balbadd. »",Sindoria,"@Zecrox_ 1) Truth Of Elie - Rave 
2) Fondation Sindoria - SnB 
3) The Lost Canvas - TLC 
4) Alma Torran - Magi 
5) Cell - DB 

En gros",en,2022-04-04 19:44:48+00:00,0,1,1,0
72,1491187630079369220,BStueckrad,0,56,Entschloßen und Ehrlich Realist und Rebell,,@derspiegel Geld regiert die Welt. ( Gibt es schon eine neue Steuer CD in der Schweiz ?? ),de,2022-04-04 19:44:02+00:00,0,0,0,0
73,60880381,RobinWigg,63316,76356,Editor of @FTAlphaville. Semi-professional Norwegian despite the Harry Potter-esque name. Author of Trillions. Views mine bla bla.,"Oslo, Norway","The SNB is trying to halt the franc’s rise.

Again.

https://t.co/N1uIunXyUj",en,2022-04-04 19:43:02+00:00,4,2,14,1
