,Unnamed: 0,tweet_id,author_id,tweet,lang,tweet_time,like_count,follower_count,following_count,tweet_count,retweet_count,quote_count,reply_count,call_berlin_time,annotate_sent,annotate_person
11,8565,1393313666154573831,1240994573020692480,@NeinCo2Gesetz @SVPch Das Gesetzt benachteiligt zu Recht nur eine Gruppe: Die Superreichen in der Schweiz. Darum investieren sie viele Millionen in ihre Kampagne. #CO2Gesetz JA,de,2021-05-14 21:13:59+00:00,9,2166,3573,28305,0,0,1,2022-05-07 11:20:23,0,P
12,8551,1393554130199851012,33482969,@StSchulmeister Dann müsste die Schweiz seit dem 2. Weltkrieg für alle Zeiten als Vermittler diskreditiert sein. Denn sie haben das 3. Reich unterstützt an Devisen zu kommen.,de,2021-05-15 13:09:30+00:00,5,327,943,15780,0,0,3,2022-05-07 11:20:23,-1,P
13,8501,1394618478552834050,1230106474568986624,"@Stefan_Hajek @Herbert_Diess @ArminLaschet @OlafScholz @andreasscheuer @ABaerbock Das eine schließt das andere nicht aus. Bosch, Hyundai, Toyota und Honda investieren Milliarden in die H2-Technik. Natürlich fängt das nicht bei den Kleinwagen an sondern bei den LKWs und größeren Autos. In der Schweiz bringt Hyundai 1600 LKWs auf die Straßen für die Supermärkte.",de,2021-05-18 11:38:50+00:00,5,363,438,2379,0,0,12,2022-05-07 11:20:23,0,P
14,8431,1396491276980207625,467463940,"Wer stösst am meisten CO2 in Relation zum BIP aus, 1. China 0.65 kg CO2 pro BIP in  %. 2. Russland mit 0.52 3 Südkorea 0.38. Schweiz 0.12 @NZZaS die Schweiz hat dreckige Produktionsweisen exportiert.",de,2021-05-23 15:40:40+00:00,46,25716,3795,49374,6,3,11,2022-05-07 11:20:23,-1,P
15,8369,1397586602709463044,467463940,"@improve_this @ParlCH @Bundesrat_Bern @SRF Wieso hätte die Börse reagieren sollen? Die meisten Firmen sind hier derart international, dass ein solches Abkommen keine Rolle spielt - ganz im Gegensatz zu den meist nicht kotierten KMU - und ganz im Gegensatz zu den Jobs in der Schweiz.",de,2021-05-26 16:13:06+00:00,3,25716,3795,49374,1,0,0,2022-05-07 11:20:23,0,P
16,8315,1398231129858117639,71437181,"@MartinFiedlerME @blocktrainer Es gibt aktuell keine weil es zu lukrativ ist versteckt steuern zu erheben. 

Die Schweiz war lange ein Paradebeispiel und die letzte Bastion einer guten Währung. Nicht zufällig sind sie eines der reichsten Länder.",de,2021-05-28 10:54:13+00:00,3,7228,1000,14375,0,0,1,2022-05-07 11:20:23,0,P
17,8309,1398281173760098313,1318321151995760642,"@MFrauchigerSVP BIP EU 14.000 Mia
BIP Schweiz 703 Mia

Die EU wird jetzt viele Weichen für die Zukunft betreffen Infrastruktur und Wirtschaft legen. Da ihre Investitionen in den neueren Bereichen mit uns rechtlich nicht geschützt sind, werden werden sie den Ausbau wo möglich ohne eine /1",de,2021-05-28 14:13:05+00:00,11,3550,1441,35622,0,0,1,2022-05-07 11:20:23,0,P
18,8302,1398359843858231296,1293183319190863874,"@hjbertschi gut das ist seit langem bekannt würde die schweiz als nicht-Mitglied aber nicht treffen, trotz Rahmenvertrag, indirekt zwingt die EZB nat. auch die CH Nationalbank zum Gelddrucken.",de,2021-05-28 19:25:41+00:00,3,1162,1200,46392,0,0,0,2022-05-07 11:20:23,0,P
19,8281,1398591509423964164,873945156,"Journalisten und Schweizer Euroturbos sagen der Schweiz den wirtschaftlichen Kollaps voraus wegen InstA-Nein. Die Börse aber, die den Niedergang anzeigen müsste, geht rauf. Cool bleiben, Freunde.",de,2021-05-29 10:46:15+00:00,328,33936,146,3268,46,3,25,2022-05-07 11:20:23,1,P
20,8224,1399629404075171841,1131300901,"@Paescu12 In den Neunziger Jahren schrieb die NZZ, unsere «Landwirtschaft» sei mit einem Anteil von 2% am BIP (gemessen zu Weltmarktpreisen) mit Abstand die umweltschädlichste Branche der Schweiz. Das dürfte immer noch recht nah an der Realität liegen.",de,2021-06-01 07:30:28+00:00,6,974,303,43369,0,0,1,2022-05-07 11:20:23,0,P
21,8219,1399655446919712771,1078611325134295041,"@sonjakobert Kein Problem. Im Ausland läuft UKW weiter und in der Schweiz höre ich wegen besserer Qualität nur DAB+. Aber es gibt immer noch sehr viele Menschen, die DAB+ nicht haben und nicht in diese Technologie investieren wollen und können und deshalb ist es unfair, UKW abzustellen!",de,2021-06-01 09:13:57+00:00,3,2013,4946,56619,0,0,2,2022-05-07 11:20:23,0,P
22,8200,1400014523818561540,467463940,Die beste Aktie im SPI in diesem Jahr bisher war jene von Swiss Steel. Der Aktienpreis verdoppelte sich. Schlechteste Aktien mit einem Minus von über 25% war Relief Therapeutics.,de,2021-06-02 09:00:48+00:00,4,25716,3795,49374,0,0,2,2022-05-07 11:20:23,0,P
23,8185,1400217930705653770,1974454116,"@mxpx1981 @ThomasMinder_SL Wir MÜSSEN unsere Kinder schützen.  In allen  Schulzimmer die besten Luft Filter. Alle 30Min Durchlüften. FFP2 Masken wo möglich. Maskenpflicht.
Die Schweiz interessiert sich nur für Kapital. Nicht für Menschen. Dies ist effizienter, billiger, kommt dem BIP zugute. LOS!",de,2021-06-02 22:29:04+00:00,5,196,636,4420,1,0,2,2022-05-07 11:20:23,0,P
24,8177,1400348089135906817,467463940,Die Verschuldung der USA ist inzwischen gigantisch. Sie liegt bei rund 130% der BIP. Die EU-27 Länder liegen mit 95% darunter. Die Schweiz ist mit einer Schuldenquote von knapp 30% bestens positioniert. (SGKB),de,2021-06-03 07:06:16+00:00,16,25716,3795,49374,5,1,1,2022-05-07 11:20:23,1,P
25,8176,1400358031242715138,467463940,"Steigt die Inflation in der Schweiz? Ja sie steigt, sagen die Ökonomen der Swiss Life, aber sehr moderat. Sie gehen 2021 von einer Inflation von 0.5% aus und 2022 von 0.7%. Anders in den USA, dort dürfte sie 2021 bei 3.3% im Schnitt liegen.",de,2021-06-03 07:45:46+00:00,14,25716,3795,49374,2,0,1,2022-05-07 11:20:23,0,P
26,8175,1400364374083227650,467463940,Steigen die Zinsen auch in der Schweiz? Die SGKB gibt Entwarnung. Ein Zinswende werde nicht vor 2022 oder 2023 stattfinden. Die SNB wird die Negativzinsen vorerst beibehalten.,de,2021-06-03 08:10:58+00:00,8,25716,3795,49374,0,0,1,2022-05-07 11:20:23,0,P
27,8168,1400489297996922881,404916122,"@viktorgiacobbo Ich wusste gar nicht, dass die Schweiz gerettet werden musste. War Hungersnot? Inflation? Okkupation? Blut in der Schokolade? Bündner Fleischkrise? Oder gar veganer Kommunismus?",de,2021-06-03 16:27:23+00:00,8,1412,430,22422,0,1,0,2022-05-07 11:20:23,0,P
28,8067,1402380058438873091,3506190203,"@Ayranmagman Aber sowas von 3x unterstrichen ☝️☝️☝️
Wohlstand wird durch investieren und Geld ausgeben von der breiten Masse generiert.
Nicht durch horten von Geld einiger weniger in der Schweiz oder Liechtenstein...",de,2021-06-08 21:40:35+00:00,4,80,295,4556,2,0,0,2022-05-07 11:20:23,0,P
29,8054,1402620379961700353,1345795979220549634,#ElSalvador hat die Schweiz abgelöst und ist jetzt offiziell das Land mit der weltweit härtesten Währung. #Bitcoin,de,2021-06-09 13:35:32+00:00,49,5050,113,2507,6,1,1,2022-05-07 11:20:23,0,P
30,8043,1402745951350034433,1211389425428549633,"@nblr @ennolenze @zvv Im Vergleich zu z.B. Deutschland ist die gesamte Schweiz ein öV-Paradies. Aber erst wenn man sich bewusst wird, dass diese Dienstleistung nicht einfach ein Kostenfaktor für eine Gemeinde, sondern eine Investition in Regionen ist, kann sich so ein System etablieren.",de,2021-06-09 21:54:31+00:00,4,140,201,8812,0,0,1,2022-05-07 11:20:23,0,P
31,8027,1402993030584410125,467463940,"@PeterBaur9 @PeterFischli Die Schweiz wird laut SNB eine Inflation von unter 1 Prozent bekommen  - warum? Weil der starke Franken wie ein Schutzschild gegen Inflation wirkt. Je stärker der Franken, desto günstiger die importierten Güter. Und der Franken ist immer noch stark.",de,2021-06-10 14:16:19+00:00,5,25716,3795,49374,1,0,3,2022-05-07 11:20:23,0,P
32,7947,1404446403984859150,563500748,"#FunFact: Wer einen #ETF auf Schweizer #Aktien mit DE oder LU Isin kauft, ist ein ""willing loser"". Diese ETFs sind Steuerausländer in der Schweiz. CH domizilierte Tracker profitieren indes von ihrem Inländer-Status. Und liegen bis zu 100 bps p.a. vor ihren armen Cousins.",de,2021-06-14 14:31:30+00:00,28,4277,1181,17867,2,1,6,2022-05-07 11:20:23,0,P
33,7940,1404511151870857218,1295410189265502209,"@SVPch Oh man 🤦🏻‍♂️jetzt kommen schon die roten Flächen, wie in den USA. Gebt doch einmal an wie viel Menschen wo wohnen und welche Flächen wie viel zum BIP in der Schweiz beitragen??",de,2021-06-14 18:48:47+00:00,5,13,134,926,0,0,0,2022-05-07 11:20:23,0,P
34,7939,1404529379716239365,2371971960,"2/4 Die ""kleine Schweiz"" könne die Welt nicht retten. Wenn es aber um ""Widerstand"" gegen die EU geht, heisst es dann jeweils, wir seien die zehntgrösste Volkswirtschaft der Welt.",de,2021-06-14 20:01:13+00:00,6,215,359,3190,1,0,1,2022-05-07 11:20:23,-1,P
35,7848,1405434681894522884,467463940,"Die Nationalbank gibt Entwarnung in Sachen Inflation in der Schweiz. 2021 liegt die Inflation laut SNB bei 0.4%, 2022 und 2023 bei 0.6%. Also weit unter dem Inflationsziel der SNB.",de,2021-06-17 07:58:34+00:00,3,25716,3795,49374,0,0,0,2022-05-07 11:20:23,0,P
36,7845,1405438275511279616,1080414216,#SNB-Jordan: «In einigen Ländern – #nicht aber in der Schweiz – sind in den letzten Monaten zusätzlich die längerfristigen #Inflationserwartungen gestiegen.»,de,2021-06-17 08:12:51+00:00,3,2460,1782,2193,0,0,0,2022-05-07 11:20:23,0,P
37,7837,1405518069414326288,467463940,"In den USA steht die Inflation bei 5%, in der Schweiz im April bei 0.6%. Weshalb ist der Unterschied derart gross? SNB-Präsident Thomas Jordan erklärt es bei #srfboerse 19.25 Uhr.",de,2021-06-17 13:29:55+00:00,10,25716,3795,49374,2,0,3,2022-05-07 11:20:23,0,P
38,7794,1405812761641299977,2597650272,"@meyer_mattea @spschweiz Warum sollen Unternehmen dem Staat eine Abgabe entrichten, wenn sie Eigenkapital beschaffen? International soll eine Mindeststeuer eingeführt werden. Dem wird sich die Schweiz nicht entziehen können. Umso wichtiger ist es, andere Steuern, die das Ausland nicht kennt, zu streichen",de,2021-06-18 09:00:55+00:00,23,790,316,3814,1,0,3,2022-05-07 11:20:23,0,P
39,7747,1406248985266958337,1290285135804465153,"Die Schweiz ist ein offenes, gastfreundliches und sehr tolerantes Land gegenüber jeglicher Währung.",de,2021-06-19 13:54:19+00:00,92,507,455,12544,12,0,4,2022-05-07 11:20:23,1,P
40,7730,1406595791209340930,1122183858244419584,"@Heierle Folglich müsste die Schweiz Massnahmen ergreifen, um das Wirtschaftswachstum zu stoppen. Solange unsere Wirtschaft wächst und immer mehr Arbeitskräfte braucht, kommen sie auch.

Aber sie wissen ja. Das Wirtschaftswachstum ist hierzulande heilig.",de,2021-06-20 12:52:24+00:00,4,4346,981,20301,0,0,1,2022-05-07 11:20:23,0,P
41,7726,1406631134251868164,467463940,"""Risikolos gibt es in der Schweiz derzeit minus 0.75% Zins. Alles, was darüber liegt, ist zwangsläufig mit Schwankungen und Risiken verbunden"", Matthias Geissbühler Chief Investment Officer Raiffeisen Banken @Sonntags_Blick",de,2021-06-20 15:12:51+00:00,13,25716,3795,49374,1,0,3,2022-05-07 11:20:23,0,P
42,7713,1406700946906828811,764108843953623041,"@ceo_plus_ch Geistig kinderlos nennt man das. 

Was soll ich in die Schweiz 10Rappen investieren, wenn ich billiger die Schweiz verpesten und mein Geld in die Ölstaaten überweisen kann.

Das Bauchgefühl von vielen wurde gezielt manipuliert und die schmierige #Ölindustrie macht weiter Gewinn.",de,2021-06-20 19:50:15+00:00,4,112,639,2585,0,0,2,2022-05-07 11:20:23,-1,P
43,7674,1407351938581250054,1131300901,"@volltexter Heute 3 000 Tote im Strassenverkehr, kippendes Klima, Corona hält sich dank politischer Stützungsmassnahmen bestens, der Börse gehts gut, die Schweiz ist noch kein offizieller Polizeistaat.",de,2021-06-22 14:57:04+00:00,3,974,303,43369,0,0,1,2022-05-07 11:20:23,0,P
44,7651,1407628279041888259,467463940,In der Schweiz verliert das Bargeld als Zahlungsmittel an Bedeutung. Letztes Jahr wurden laut SNB noch 43% der Einkäufe mit Banknoten und Münzen bezahlt. 2017 waren es noch 70% gewesen. Der Anteil der Debitkarte stieg auf 33%.Nimmt man den Transaktionswert ist die Debitkarte Nr1.,de,2021-06-23 09:15:08+00:00,8,25716,3795,49374,3,1,2,2022-05-07 11:20:23,0,P
45,7631,1408009270373851143,467463940,"Die SNB schätzt, dass Privatpersonen in der Schweiz rund 10 Mrd Fr. als Bargeldreserve halten. Das entspräche rund 12% des Notenumlaufs. @NZZ",de,2021-06-24 10:29:04+00:00,8,25716,3795,49374,1,0,0,2022-05-07 11:20:23,0,P
46,7604,1408723062556696576,467463940,Die 20 SMI Firmen erwirtschaften nur 9.5% im Heimmarkt Schweiz. Der SMI ist damit ein sehr globaler Index. @NZZ,de,2021-06-26 09:45:25+00:00,39,25716,3795,49374,3,0,4,2022-05-07 11:20:23,0,P
47,7541,1409624730064150528,138708272,"Ich würd ja gerne mal in die Schweiz, aber der Euro/Franken-Wechselkurs sagt „nein!“. #sui #FRASUI",de,2021-06-28 21:28:19+00:00,4,6415,479,38065,0,0,0,2022-05-07 11:20:23,0,P
48,7529,1409795392779309059,1701930446,"@PhilipPlickert @faznet Schade, dass FAZ mit simplifizierten Titel Stimmung gegen Reiche beipflichtet. Relativ zum BIP hat #Deutschland nicht zu viele, sondern zu wenige Millionäre! In USA jeder 15. Millionär, in Schweiz jeder 12. Bei uns jeder 125. Titel: D bei Zahl der Millionäre weiter abgeschlagen!",de,2021-06-29 08:46:29+00:00,153,25880,501,17349,26,2,9,2022-05-07 11:20:23,-1,P
49,7430,1411030436906688515,1022292784865325056,Zuericher Kantonalbank meinte Schweiz gewinnt wegen inflation,de,2021-07-02 18:34:06+00:00,6,1101,485,61517,0,0,0,2022-05-07 11:20:23,0,P
50,7425,1411051333537386498,745333013647589376,@BcPoldi @roche_schweiz @LangUndSchwarz Die Quellensteuer Problematik bei Schweizer Aktien 😫.,de,2021-07-02 19:57:08+00:00,4,4880,434,16696,0,0,3,2022-05-07 11:20:23,-1,P
51,7401,1411939920793440256,1129778946822819840,"@FlugschuleE Nein! Sie nehmen in der Schweiz an der Tankstelle keine Euros. Hat ihre jmd verraten, dass die Schweiz eine eigene Währung hat? 😀",de,2021-07-05 06:48:04+00:00,14,143,492,402,0,0,3,2022-05-07 11:20:23,1,P
52,7353,1413033437892579328,350042031,"#Schweiz als Exportland: Machten Exporte im Jahr 1990 noch 28 Prozent des Bruttoinlandprodukts (BIP) aus, waren es 2019 bereits 51 Prozent.",de,2021-07-08 07:13:19+00:00,6,3817,1127,31929,1,0,1,2022-05-07 11:20:23,0,P
53,7317,1413795811910160388,282771328,"@Velofisch @anked @dieLinke Die Schweiz hat auch deutlich (!) niedrigere Ertragsteuern. Und eine Inflation führt zu einem Wertverlust, aber nicht zu einer Zahlung.",de,2021-07-10 09:42:43+00:00,5,11147,912,30807,1,0,1,2022-05-07 11:20:23,0,P
54,7219,1415443810306363392,1396060113220378626,"@steMue83 @MartinCJanssen Ich finde dies auch sehr gut. Die Schweiz hätte das Projekt ja doch mit 6 Milliarden unterstützt, welche die Schweiz nun direkt in die eigene Unis investieren sollte gepaart mit der jährlichen Kohäsionsmilliarde plus mind. Verdoppeltung der Studentengebühren für EU Studis...",de,2021-07-14 22:51:16+00:00,6,1262,5002,13063,0,1,2,2022-05-07 11:20:23,0,P
55,7075,1418287791927173120,1306197856819306496,"@marcfriedrich7 Wieso soll man eine Bundesanleihe kaufen ob Schweiz oder sonst was, wenn man dich weiß, dass wir eine Inflation von ca. (real)10% haben. Dann verliere ich dich dennoch Kaufkraft?! Wenn ich #BTC lange halte ca. 4-5 Jahre dann werde ich alles outperformen.",de,2021-07-22 19:12:14+00:00,4,52,42,2970,0,0,2,2022-05-07 11:20:23,1,P
56,7065,1418506271100178435,1239289254532067328,@marcfriedrich7 Vermehrt in die Bildung investieren und das gesparte Geld in gute Aktien sowie in Gold u Silber in einem in der Schweiz gelagerten bankenunabhängigen Tresor mittels Sparplan investieren.,de,2021-07-23 09:40:24+00:00,7,39,39,2196,0,0,1,2022-05-07 11:20:23,0,P
57,7048,1418803292457553929,1241388295277424641,"@JosefVotzi @at_trend immer das ding mit dem ""sachzwang"": man könnte ja genauso in den ausbau des öffentlichen verkehrs investieren und dort die arbeitsplätze sichern.... NÖ ist btw im ländlichen bereich extrem unterversorgt, was die öffis betrifft. mal in die schweiz schauen, wie´s dort läuft?",de,2021-07-24 05:20:39+00:00,7,329,371,14679,1,0,0,2022-05-07 11:20:23,0,P
58,7038,1419212326947930117,1347897774780674049,"@FlugschuleE Wieso und wohin schickt er die denn in die Schweiz? 🤔 Will er statt der deutschen Rundfunkgebühr etwa lieber hier die Serafe zahlen? Also ich wäre, nach Blick auf Beitragshöhe und Wechselkurs, in dem Fall wohl zum Rechnungstausch bereit. 🤷‍♀️😅",de,2021-07-25 08:26:01+00:00,3,225,425,6413,0,0,0,2022-05-07 11:20:23,1,P
59,6974,1420264054204010497,460288171,"VORBÖRSE SCHWEIZ:

$SMI +0,31%
$SMIM +0,18%

$LONN +0,7% (Kurszielerhöh.)
$NOVN +0,7% (Produktnews)
$SGSN +1,6% (Heraufstufung)

$ADEN -1,0% (Zahlen, Übern.)
$COTN +2,7% (Kurszielerhöh.)
$FORN +1,7% (Zehnder-Zahlen)
$IDIA -2,9% (Wandler)
$LAND +3,2% (Grossauftrag)
$LISP +0,7%",de,2021-07-28 06:05:12+00:00,4,5123,297,21107,0,0,0,2022-05-07 11:20:23,0,P
60,6937,1421010816917250049,467463940,Der Rückversicherer Swiss Re beziffert die Schadenslast aus Naturkatastrophen über das erste Halbjahr 2021 mit 521 Mio Dollar. Mit weiteren Belastungen durch die Überschwemmungen in Europa im Juli ist zu rechnen. Die Swiss Re Aktie dreht ins Minus. #srfboerse 19.25 uhr,de,2021-07-30 07:32:34+00:00,6,25716,3795,49374,1,0,1,2022-05-07 11:20:23,0,P
61,6928,1421168715102519301,4881958552,Pünktlich zum 1. August lanciert Leonteq das Tracker-Zertifikat auf den #BeneFaktorIndex® Swiss 1848. Traditionsreich investieren und Gutes tun: Die Spende des #BeneFaktorZertifikat® in Höhe von 10% der jährlichen Gebühr von 0.75% p.a. geht an die Schweizer Berghilfe.,de,2021-07-30 18:00:00+00:00,4,649,221,3414,2,0,0,2022-05-07 11:20:23,0,P
62,6839,1423243762881470466,757356137578635266,"@AzzlackGmbH2 Bruder komm in die Schweiz 🇨🇭. Sprachliche Barrieren sind einfach keine da, Lebensqualität ist höher, dein Gehalt ist netto 2,5x höher (dementsprechend auch was du sparen / investieren kannst), Eigentumswohnungen sind bezahlbarer (im Verhältnis zu Gehalt) … und viele mehr",de,2021-08-05 11:25:30+00:00,3,483,2957,5344,0,0,1,2022-05-07 11:20:23,1,P
63,6800,1424014937068822530,1325050777908469761,"@AnCapSwiss @NoldiSchweizer @alex_baur @zac1967 @juanrallo @MartinCJanssen @ronniegrob @SNB_BNS_en @lp_schweiz @nebelspalter @Oli_Kes In Peru ist der Nuevo Sol auch im freien Fall, der Sozialistische Präsident ist erst kuze Zeit im Amt. In Venezuele, Kolumbien, Peru und Bolivien werden die Armen Leute mit täglicher Suppe zum Links wählen motiviert.",de,2021-08-07 14:29:52+00:00,4,132,113,3597,0,0,1,2022-05-07 11:20:23,0,P
64,6793,1424332255246307329,1112790298156023808,"@BeutlerRolf_CH @NoldiSchweizer @alex_baur @zac1967 @juanrallo @MartinCJanssen @ronniegrob @SNB_BNS_en @lp_schweiz @nebelspalter @Oli_Kes Wer die Installation des Sozialismus zuerst un Venezuela🇻🇪 und danach in Bolivien🇧🇴 verpasst hat, hat nun die Chance das in Peru🇵🇪 live mit zu erleben

Wichtig: behaltet die Zitate der Befürworter bei uns, die werden später sagen, es sei nicht richtig gemacht worden",de,2021-08-08 11:30:47+00:00,8,735,945,9652,2,1,2,2022-05-07 11:20:23,0,P
65,6792,1424337147172171784,971769535480193024,"@AnCapSwiss @BeutlerRolf_CH @NoldiSchweizer @alex_baur @zac1967 @juanrallo @MartinCJanssen @ronniegrob @SNB_BNS_en @lp_schweiz @nebelspalter @Oli_Kes Das vorrangige Ziel der Sozialisten 
und Kommunisten wird auch in Peru sein: 

„Du besitzt Nichts – 
und bist glücklich.“",de,2021-08-08 11:50:13+00:00,3,806,2014,17700,0,0,1,2022-05-07 11:20:23,0,P
66,6785,1424367240405782530,20710108,"@katrinbretscher @ant0inet Die Telekommunikationspolitik der Schweiz wird massgeblich durch Swisscom gemacht. Deren Lobbyisten sind super im Einseifen der Politik in #Bundesbern. Dass aber genau diese Politik einen riesigen Schaden in der Volkswirtschaft anrichtet, wird meistens übersehen.",de,2021-08-08 13:49:48+00:00,12,4530,1051,20493,1,0,3,2022-05-07 11:20:23,-1,P
67,6762,1424688079579795460,1096883021763043329,"@SonneBaerau Hmpf eigentlich wollte ich auch mal auf eine Börse in der Schweiz, bekomm das nur zu spät mit 😔",de,2021-08-09 11:04:42+00:00,3,541,298,7326,0,0,2,2022-05-07 11:20:23,-1,P
68,6750,1424879626254491649,20367928,"@HeinrichHeine15 @swiss_sloth meine these ist: der gedanke, dass es das eigene kind nicht trifft weil „gesund“ impliziert eine letztlich eugenische abwertung der betroffenen, die dann wohl nicht ganz so gesund gewesen sein konnten.",de,2021-08-09 23:45:50+00:00,6,3145,1437,47721,0,1,0,2022-05-07 11:20:23,0,P
69,6712,1425420274841882624,16294179,"@btwlinesandlife Die Menschen sind einfach zuvorkommender dort, wenn sie wissen das man krank ist. Oder man merkt es auch daran, dass sie viel in die Barrierefreiheit investieren und sehr hilfsbereit sind. In der Schweiz habe ich das Gefühl wird man als Profiteur/""ist halt dein Problem""  gesehen.",de,2021-08-11 11:34:11+00:00,6,2504,1848,52126,0,0,1,2022-05-07 11:20:23,0,P
70,6711,1425420932634619904,1181524680165007360,"@FreeZone76 @btwlinesandlife Was die Barrierefreiheit angeht, so ist mir in meiner internationalen Tätigkeit oft aufgefallen, dass Länder die Krieg geführt haben, viel mehr investieren, da sie Kriegsverseherte haben. Denke das ist einer der Gründe, warum es i.d. Schweiz da so hapert mit dem Verständnis.",de,2021-08-11 11:36:48+00:00,4,422,613,7425,0,0,0,2022-05-07 11:20:23,0,P
71,6666,1426232390452719621,467463940,@Oesch13767736 @SZ @ParmelinG @ignaziocassis @swissmem @SNB_BNS_de Ich erinnere an Wirtschaftshistoriker Straumann: „die Schweiz hatte noch nie einen Plan. Und das ist gut so“. So wursteln wir uns nämlich immer unter dem Radar der Grossen durch…,de,2021-08-13 17:21:14+00:00,3,25716,3795,49374,0,0,2,2022-05-07 11:20:23,0,P
